,fen,label,stock_fish_label
35942,r3q1bk/1p2n1p1/1p3p1p/3np3/1P5N/P3P2P/1B2QPPK/1B1R4 w - - 2 26,True,1
35943,6kn/p3r1p1/P3p3/3p3P/1ppB4/5NR1/3K2P1/8 b - - 0 36,True,1
35944,1b2r1k1/1b1n1p1p/2p3p1/p2p4/Pp1PP3/1N1B2qP/QPR1K3/2R1N3 b - - 0 32,False,0
35945,r1r3k1/p4pp1/4pq2/n1p5/2b3QP/P1P1BN2/5PP1/1R2R1K1 b - - 0 20,True,1
35946,2r5/4rppk/p1p2n1p/PpP1p3/4P1PP/1N1PP3/4K1R1/5R2 b - - 0 37,True,1
35947,r3k1nr/pb2ppb1/1pnq2pp/2p5/8/N2P1NP1/PPP2PBP/R1BQR1K1 b kq - 1 12,False,1
35948,8/b3kp2/P3p3/7p/6p1/N5P1/4KP1P/8 b - - 1 52,True,1
35949,4r3/p5pk/5p1p/2B5/3RKPr1/1P2P1q1/P5P1/5Q2 w - - 3 34,False,0
35950,8/5p2/pb3k2/1p1r1Pp1/3PR1P1/1P2B3/P2R2K1/2r5 w - - 2 38,True,1
35951,3r2k1/3r2p1/1ppNq2p/p3P2P/PP1P1QR1/8/5R2/1b4K1 w - - 0 46,True,1
35952,r1b2rk1/pp2bppp/1qn1pn2/3p4/3P1B2/1PP2N1P/P3BPP1/RN1Q1RK1 b - - 0 10,True,1
35953,3rqrk1/pp3pbp/n2p2p1/3Np3/1PP1P3/3QP3/P1N3PP/3R1RK1 w - - 3 22,True,1
35954,r2r2k1/1pq2pb1/p2pp1np/4n1p1/P1P1P3/1PNNB1Q1/5PPP/3R1RK1 w - - 2 21,False,1
35955,rr4k1/1q1bppb1/3p1n1p/2pP2p1/4Pn2/PNN2P2/1PQ2BPP/2KR1B1R w - - 3 22,True,0
35956,2b2rk1/6q1/3pp3/2p1b2p/2P1P3/5RP1/r1B1N1P1/1RQ3K1 w - - 1 35,False,0
35957,2rn1rk1/p3p3/1p1p2p1/q4b1p/2P2P2/1PRB3P/P2Q1BP1/4R1K1 b - - 2 23,True,1
35958,r1bq1rk1/pp2pp2/3p2p1/2n4p/2PQ4/4B3/PP2BPPP/3R1RK1 w - - 0 16,True,1
35959,5k2/5p2/4p1p1/2p1P3/1pN2P1p/1P2PPbP/1R4K1/2r5 w - - 23 61,False,0
35960,rr4k1/pb3qbp/4n1p1/1QBN4/1PP2p2/P7/4BPPP/R4RK1 w - - 2 21,False,1
35961,1r1q2k1/4b1pp/p3p3/P1ppP3/3n2Q1/8/3B1PPP/1R3RK1 b - - 1 21,True,1
35962,8/4bpkp/1PQn2p1/8/1q1Pp3/4P3/5KPP/4R3 b - - 6 35,False,0
35963,4b3/8/Rb4p1/3pk2p/1r2p3/1PR5/3KB1PP/8 w - - 8 48,False,0
35964,6k1/3b2p1/4p3/3p4/p4q2/6RP/5PP1/1Q4K1 w - - 3 37,True,1
35965,8/2nb2k1/pp1p2pq/2pPp3/2PbP3/P2N1P2/1PK1B1Q1/3N4 w - - 6 36,False,0
35966,6k1/4bp2/3p2p1/3Pp1Pp/4P2P/Q4P2/4r3/5K2 b - - 57 105,True,1
35967,rn3rk1/1p3pnp/p2pb1p1/q1p5/P1P1P3/7P/3NBPPB/2RQ1RK1 b - - 3 16,True,1
35968,2rqk2r/pp2bpp1/2n1pn1p/2ppN3/5P2/1PNPP3/PB1P2PP/R2Q1RK1 w k - 6 11,False,0
35969,2br1nk1/3r2p1/4p3/4P1N1/1pR4R/1P1BK3/2P5/8 w - - 7 46,True,1
35970,5rk1/1b5p/pq2p1p1/3pP3/1p1N2Q1/1P3P1P/1PR3PK/8 b - - 2 36,True,1
35971,r4r2/pb1n2p1/1qp1p1k1/4PpN1/1p1P2Q1/8/PP3PPP/R4RK1 w - f6 0 19,True,1
35972,1r1q1bk1/2p2ppp/p3r3/1pNn1b2/3Pp3/P3P3/1P2BPPP/1QRRB1K1 b - - 9 24,False,0
35973,r3rbk1/pp3ppp/2B5/7q/3R4/P1B1PP2/1PQ2PbP/2K4R w - - 1 19,True,1
35974,r2q1rk1/5pbp/6p1/2QPpb2/1PPp4/P7/1B2B1PP/4RRK1 b - - 6 21,False,0
35975,r1qr2k1/pp1bbpp1/5n1p/n3p3/P1p1P3/1PP1BPPN/3N2BP/1R1R1QK1 w - - 0 20,False,0
35976,r4rk1/ppq1bppp/2n2n2/2p1p3/2N1P1b1/1PP2NP1/PB2QPBP/R4RK1 b - - 0 13,True,1
35977,r1bqkb1r/pp1n2pp/2p1pn2/3p1pB1/2PP4/3BPN2/PP1N1PPP/R2QK2R b KQkq - 1 7,False,1
35978,r1b1rbk1/1p3ppp/p7/P2p3q/5P2/1P1Q2NP/1B1P2P1/R4R1K b - - 1 20,False,0
35979,rn1qkb1r/p1pbpppp/8/1p1n4/8/5N2/PPPPBPPP/RNBQK2R b KQkq - 1 6,True,1
35980,3rr1k1/2q4p/1pp2pp1/p2b4/Q2Pp3/P1R1P3/1P1N1PPP/2R3K1 w - - 0 25,True,1
35981,r2qk2r/pb2bppp/4pn2/n1p5/PpNp1P2/1P3NP1/2PPP1BP/R1BQ1RK1 w kq - 2 12,True,0
35982,r1b2rk1/pp2ppbp/2n3p1/8/2BPPP2/5N2/1q1B2PP/1R1QK2R b K - 3 14,True,0
35983,r1bq1rk1/pppn2bp/3p1np1/2PPp3/4Pp2/2NB1P2/PP1Q1BPP/R3K1NR w KQ - 3 12,False,1
35984,5R2/8/4k3/8/2P3pP/1P3b2/P2B2rP/6K1 w - - 1 48,False,0
35985,r1q1r1k1/2b2pp1/2p2n2/2Pp2Np/3Pp1bP/pPB1P1P1/P1Q2PB1/2R1R1K1 b - - 3 27,False,0
35986,r2qk2r/ppp2p2/2n1p3/3pPbp1/7p/2PBP1BP/P1P2PP1/R2Q1RK1 w kq - 0 13,True,1
35987,2b1r2k/1pq3p1/p1p2pR1/P1Pn3p/1P1p3P/1Q3NP1/2B2P2/6K1 b - - 2 39,False,0
35988,3n4/3P1p1p/1p6/5pk1/3K4/P7/7P/8 b - - 4 50,False,0
35989,r1bqk2r/pp2bppp/2n1p3/3n4/3P4/1QN2N2/PP1BBPPP/R4RK1 b kq - 9 12,True,1
35990,rnb2rk1/1pp1qppp/p3pn2/3p4/2PP4/1Q3N2/PP1NPPPP/2R1KB1R b K - 5 8,False,1
35991,r1bqk2b/ppp2p2/2n5/4p3/6p1/P1PPP3/3NBPP1/R1BQK3 b Qq - 1 13,False,0
35992,7k/6Rp/6pP/5p2/p7/5KP1/rP3P2/8 w - - 12 45,True,1
35993,r2q1rk1/ppp1b1pp/1nn5/3bppN1/4P3/3P1NP1/PP1B1PBP/R2Q1RK1 b - - 0 12,True,1
35994,5rk1/7p/1p1p2p1/p1rPp1q1/P1Pn1p2/3Q3R/1P2BPPP/3R2K1 b - - 3 31,False,0
35995,4b1k1/1p2B2p/1p2p1p1/3p1pP1/Pn1P3P/1Pr1PN2/1Rn1BPK1/8 w - - 9 41,True,1
35996,5r1k/3n1qp1/p6p/P1ppp3/5n2/4QPR1/2B2P1P/4B2K w - - 2 49,False,0
35997,3r2k1/p4p2/8/2R5/bP1p1p2/P1p3qP/5QP1/4R1K1 w - - 2 43,False,0
35998,3r3r/b2p1kp1/PN2pp2/7p/3B4/2P2P1q/4Q2P/3R2RK b - - 4 32,True,1
35999,8/1b1pkpQ1/4pp2/p7/1pP1P3/1P3Np1/P1B1KbP1/7r b - - 1 29,True,1
36000,rnb2rk1/pp2ppbp/5np1/q1P5/2B2B2/2N1PN2/PP3PPP/2RQK2R b K - 2 9,True,1
36001,R7/7k/7p/p2p4/8/P7/2n4P/7K b - - 2 44,True,1
36002,r2q1rk1/p3b2p/1pp1p1b1/2P2pp1/3Pp3/2N1P1BP/PP3PP1/R2Q1RK1 w - - 0 16,False,1
36003,r1bq1rk1/1pp2pb1/p1np1n1p/4p1p1/B1P1P3/2NPBN1P/PP3PP1/R2Q1RK1 b - - 1 11,True,0
36004,3rq1k1/2p1r1b1/8/p1NbP1R1/3P1p2/2R4P/2Q2PP1/6K1 w - - 5 42,True,1
36005,3n4/r4kpp/1R6/2NP4/8/p2K4/P4P1P/8 w - - 1 43,True,1
36006,3r2k1/5p2/8/P5r1/1pB4Q/3P1KP1/3q4/7R b - - 22 52,False,0
36007,8/2p5/3b4/3K1k2/1p1B4/p4p2/P2R1P2/4r3 b - - 1 62,False,0
36008,r3qrk1/ppp3pp/1npb4/4p2b/4P3/1QP2NBP/PP1N1PP1/R4RK1 b - - 2 15,False,-1
36009,7r/4ppk1/1Q4p1/p1P5/4RPRr/P2P3P/4PK2/q7 b - - 2 40,False,0
36010,1qr1r1k1/p1n1pp1p/1p1p2p1/3P4/2P5/1PN3P1/PQ3PKP/3RR3 w - - 2 21,True,1
36011,2r5/R1p1n3/B2p2P1/P3p2k/4P3/2P5/4KP2/8 b - - 1 51,True,1
36012,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/P3P3/1B3N2/1PPP1PPP/RNBQR1K1 b - - 0 8,True,1
36013,3q1rk1/2p3pp/1r2pp2/ppN4b/2pP4/5NP1/1P2PPBP/3Q1RK1 w - - 4 21,False,0
36014,2b2rk1/2p3pp/prpqp3/Q4p2/2pP4/2N3P1/PP1RPP1P/2R3K1 w - - 0 18,True,1
36015,8/5R2/1K2p3/1B3n2/P7/4P1k1/r7/8 w - - 1 49,True,1
36016,r1bq2kr/pp1nnppp/3Np3/8/4P3/2N5/PP3PPP/R2QKB1R w KQ - 1 12,True,1
36017,2rqkb1r/1p2pppp/p4n2/n1NpNb2/3P1BP1/8/1PP2P1P/R2QKB1R b KQk - 0 12,True,1
36018,r5k1/r1p2p2/3p2q1/2bP2pp/2P1Pp2/5N1P/4QPP1/3R1RK1 w - - 0 39,False,0
36019,8/2R2kp1/7p/7P/p3pp2/Br1b4/5rPK/R7 b - - 1 47,False,0
36020,r2q1rnk/3b2b1/1Pp2p2/p1P1p1pp/2B3P1/2N3QP/1P3P2/R1B2RK1 w - - 1 22,True,1
36021,8/7p/5P2/2pk1PQK/8/3p4/7P/4q3 w - - 1 63,True,1
36022,8/4pp2/6k1/8/5P2/2K2P2/8/8 w - - 3 56,False,0
36023,r4rk1/4ppbp/1qp3p1/3p4/1P3P2/p1P2QPP/P4P2/1RN1K2R b K - 0 19,False,0
36024,6r1/8/8/K7/B2r1k1p/1P2R3/8/8 w - - 14 81,False,0
36025,r2q1rk1/pppbppb1/2np1n1p/1B4p1/3P4/2P1P1B1/PP1NNPPP/R2Q1RK1 b - - 1 10,False,1
36026,1kbr4/npr2pp1/1R3n1p/p2Pq3/Pb1Np3/2N1P1P1/1Q1B1PBP/1R4K1 b - - 6 24,True,1
36027,5rr1/p2b3k/1p5p/2pPp2n/2P1P1pq/3QB3/P4PRP/1R1B3K w - - 14 32,False,0
36028,3r1rk1/2q1ppbp/b4np1/3P2B1/PQp1P3/5N1P/2B2PP1/3R1RK1 w - - 3 25,True,1
36029,2r2rk1/4qppp/bnn5/3pPRP1/P1pP4/2N1B3/P2N2BP/3Q2K1 w - - 1 26,True,0
36030,5b2/5b2/pN5p/P2pk1p1/1npN3P/8/1R3PP1/6K1 w - - 2 53,False,0
36031,8/p4R2/P2b4/8/1K1k1p1P/1B3b2/8/8 w - - 2 75,True,1
36032,r1bqk2r/pp3ppp/2n2n2/2bp4/8/1NN3P1/PP2PPBP/R1BQK2R b KQkq - 2 9,False,1
36033,7R/1p6/2p3k1/p1P5/7p/6pb/6r1/4R1K1 w - - 6 66,False,0
36034,4r1k1/1p6/p2r1pb1/2p4p/2P2KP1/1PB1PP2/P7/R4B2 w - - 0 39,True,1
36035,r1br2k1/1p1nqp1p/2pp1npQ/p4P2/P1PN2P1/1PN2R1P/4P1B1/3R2K1 b - - 3 21,True,1
36036,1k5r/pp3pp1/4b2p/8/7P/P2r1N2/1P3PP1/2R1R1K1 b - - 0 21,False,0
36037,r2q4/6k1/1p1r2pp/4pp2/pPR5/3P1QP1/4PPKP/5R2 w - - 0 31,True,1
36038,2b2r2/5qbk/p1R1n1p1/2pQ2P1/p2pP2p/P4N2/3B1PB1/6K1 b - - 1 47,False,0
36039,2q2rk1/3n1ppp/2bb1n2/5Q2/4p3/1PNpP2P/P1rP1PB1/BR2K1NR b K - 7 21,False,0
36040,3R4/5k2/p1r1p3/1pn1p2p/1K2P2P/P1P2P2/8/4B3 w - - 20 59,True,1
36041,rnk4r/pp2pp1p/4b1p1/8/3b4/1PN5/P2BPPPP/3RKB1R b K - 0 12,True,1
36042,6k1/1p3pp1/2p2n1p/rr1P1P1q/6n1/1P3QP1/3N2P1/1B1RR1K1 b - - 0 52,False,0
36043,8/5p2/6k1/5N1p/7P/r1r3P1/4RK2/8 w - - 1 67,False,0
36044,2r1r1k1/p2q2pp/2b2p2/3pb3/3B2PP/1PN5/P4P2/2RQR1K1 w - - 2 25,False,0
36045,1rb3kq/p3r3/2p5/2Pp1p2/1P4N1/P2Q2P1/3N1PK1/7R b - - 1 28,True,1
36046,4qrk1/2r1n1pp/p1b1p3/2PpPp2/1Pp2P2/P5N1/1B3QPP/3R1RK1 w - - 4 24,False,1
36047,r5k1/7q/3p4/2pPb3/2P2p2/3P1P2/4pBPR/1R5K w - - 4 109,False,0
36048,8/1p6/1P5p/6p1/1Pk1p2n/3p3P/5PP1/4BK2 b - - 2 45,False,0
36049,3k4/p1p2p1b/5q1P/8/2R5/1P4P1/2P2KQ1/8 w - - 13 49,True,1
36050,8/6pp/8/2k2p2/1p1p4/3K1N1P/1P4P1/8 b - - 4 35,True,1
36051,2R5/p6k/1p4r1/6rp/6P1/1P2Pp2/P4P1K/2R5 w - - 3 36,True,1
36052,r1b2rk1/ppq3bp/2n1p1p1/5p2/3PP3/P1B2N2/3QBPPP/R4RK1 w - - 0 16,True,1
36053,2R5/2p5/1p3k2/2p1p2p/Pp2Pr2/1P3P2/2P3K1/8 w - - 2 46,True,1
36054,1kr5/1pr5/p4p1K/N2Qb1p1/6P1/6P1/8/8 w - - 21 77,False,0
36055,r2qkb1r/pp1npppp/2p2n2/3p3b/8/3P1NPP/PPP1PPB1/RNBQ1RK1 w kq - 1 7,False,1
36056,r3rnk1/1p2qpp1/p1p5/P2p1bPp/3P1B2/2N4P/1P1QPPK1/R4R2 b - - 2 23,False,0
36057,rnbq1rk1/1pp2pbp/3p1np1/p2Pp3/2P1P3/2N1BN2/PP2BPPP/R2QK2R b KQ - 1 8,True,1
36058,8/6pk/1r3q1p/4p2P/P5P1/4N1K1/3Q4/8 b - - 1 60,False,0
36059,r2qr1k1/ppp2ppp/3pnn2/5b2/5N2/2P1BP2/PPPQB1PP/R3R1K1 b - - 2 14,True,1
36060,1Q6/3r2pk/4pr2/2q2pRP/3p1P2/3R1PK1/8/8 w - - 7 83,False,0
36061,r5k1/1p2ppn1/4b1p1/pP1nP2p/P1N4P/5P2/3R1BP1/5BK1 b - - 1 28,True,1
36062,8/5p2/B1p5/3p2k1/1P3p2/2P1bP1b/3rN2P/4R2K w - - 0 50,False,0
36063,r1bqr1k1/p1pp1ppn/2pb3p/6P1/4P2P/2NB1Q2/PPP2P2/R1B2RK1 b - - 0 12,True,1
36064,r2q1rk1/1ppbbppp/p1np1n2/8/3P4/3B1N2/PPP2PPP/RNBQ1RK1 b - - 1 11,False,0
36065,3r2k1/4qpp1/1Q3nb1/3p3p/8/1PN4P/P2RBPP1/6K1 b - - 2 29,True,1
36066,2b1r2k/6pp/p2R1nn1/1p4q1/4P3/2Q2P2/PP2NRP1/6K1 w - - 10 28,False,1
36067,2rr2k1/q3p2p/p7/2n1Bbp1/1RP2p2/5P2/PQ2B1PP/R6K w - - 0 27,False,1
36068,5bk1/2n1qp1p/p5p1/2N5/2P1p3/1P2B2P/1P1Q1PP1/6K1 w - - 5 29,True,1
36069,R5k1/3b1p1p/4p1p1/3p3P/1r3bP1/3B1P2/1P6/1K1R4 b - - 1 33,False,0
36070,3q2k1/4bp1p/p3p1p1/1pp3P1/4QB1P/P4P2/1PP5/2K5 b - - 1 26,False,0
36071,r2q1rk1/p2nb1pp/4p3/2pb1p2/5B2/P2BPN2/1PQ2PPP/2KR3R w - - 2 14,False,0
36072,r2q1rk1/1bpnbppp/1pn1p3/p2pP3/P2P1B2/1NP2N2/1P2BPPP/R2Q1RK1 b - - 0 11,False,1
36073,r1bqkb1r/1ppn1ppp/2n1p3/p2pP3/3P4/1N3N2/PPP2PPP/R1BQKB1R w KQkq - 0 7,True,1
36074,6k1/1p2Bp1p/pP4pb/Pb2R3/3N4/6P1/5PBP/2r3K1 w - - 1 28,False,-1
36075,7r/1p1rbpk1/2n1q2p/pQp1P1p1/2Pp4/1P3NBP/P2R1PP1/3R2K1 w - - 0 23,False,0
36076,6k1/p1R5/6N1/1p3p2/2p3PP/2Pn4/P4PK1/3r4 b - - 6 38,True,1
36077,rnbq1rk1/pp2bppp/4pn2/2pp4/2P5/1P3NP1/P2PPPBP/RNBQ1RK1 w - - 0 7,True,1
36078,r2qnrk1/1pn2pbp/6p1/pP1p4/4p3/1P3NP1/1BQPPPBP/2R2RK1 w - - 0 17,True,1
36079,2r2rk1/1p1n1pb1/1q2pnp1/p2p1P2/3P4/PPN1P3/1B2QPB1/2R2RK1 w - - 1 20,True,1
36080,2r1k2r/1p2bpp1/p1n1pn1p/8/QqN4B/2N1P3/PP3PPP/R2R2K1 w k - 3 19,False,1
36081,r7/3k4/p3R3/4BPP1/2P1P3/p2K4/5r2/8 b - - 0 45,True,1
36082,1r3nk1/3rq1b1/1p1Np3/p1p1P1pp/P1P4P/1P1Q4/5PK1/2BRR3 b - - 0 30,True,1
36083,1n1q1rk1/5p1p/4b1p1/p1p1P3/Q3PPP1/P1pp3P/5B2/R4BK1 b - - 1 25,False,0
36084,5rk1/6pp/3rp3/1p2N3/pnpPP3/5P1P/1P2R2K/3R4 w - - 3 42,False,0
36085,8/7p/p5p1/B1pkb3/P3p2P/1P2P3/1n1N1PK1/8 w - - 17 42,False,0
36086,r1b2rk1/ppp2pp1/2n2q1p/4p3/1bBP4/2N1PN2/PPQ2PPP/R3K2R w KQ - 0 11,False,0
36087,3rb1k1/1p2qpp1/pN2pn2/3r3p/1P1n3P/P4N2/5PP1/2RQRBK1 b - - 3 32,False,0
36088,8/8/R4kp1/2K1pp1p/P4P1P/6P1/6r1/8 b - - 1 85,True,1
36089,8/5kpp/8/3p4/1p2bK1P/1r2P3/4B1P1/6R1 b - - 1 38,False,0
36090,r4rk1/1p2q1pp/p1p1b3/2P2p2/1QN1p3/4P3/PP3PPP/2R2RK1 w - - 2 18,False,1
36091,5Q2/1kq3p1/5p1p/Pp2p3/3r4/8/5PPP/5RK1 w - - 2 44,False,0
36092,r1br4/1p2pp2/2p2k2/p5pp/nPPN4/P5P1/3RPPBP/3R2K1 w - - 1 22,False,0
36093,5rk1/6p1/2p4r/1p1bN2p/p1pP1R2/P7/1P3PPP/4R1K1 w - - 2 25,False,-1
36094,r3k2r/ppp2pp1/3qbn2/3P3p/2p5/2N1QN2/PP3PPP/R3R1K1 b kq - 0 16,False,1
36095,r1bq1rk1/pp2ppbp/1np3p1/3n4/8/2NP1NP1/PP1BPPBP/R2Q1RK1 b - - 12 14,True,0
36096,2kr1b1r/pp3pp1/2n1q2p/2pb4/3pN1P1/1P3P1P/P2BP1B1/RQ3RK1 b - - 0 17,False,0
36097,r5k1/2p2p2/1b6/1p4p1/3pP1P1/3P1K2/2bNBP2/6R1 b - - 1 39,False,0
36098,8/5rb1/6Rp/8/3k4/6PK/7P/8 w - - 12 80,False,0
36099,4b1k1/5p2/3PpRpp/4P3/r1p5/PrB3PP/1P4BK/R1n5 b - - 2 36,True,1
36100,8/r7/P4k2/6p1/5pK1/8/5P2/R7 w - - 10 61,True,1
36101,1r6/8/1P6/1KP5/4p3/8/P6k/8 b - - 1 43,False,0
36102,2r3k1/5p1p/pp2b1p1/2p5/PP1p4/3P4/6PP/2R2RK1 w - - 0 31,True,1
36103,r2nrbk1/3q3p/p1p1b1p1/1p1n1p2/1P1PpPP1/P3P2P/1Q1BBNN1/2R2RK1 b - - 0 26,False,0
36104,2r1r1k1/p5qp/2pb2p1/1p1p1p2/1PbP4/P3P1P1/1B1Q1PBP/2R1R1K1 w - - 2 26,False,0
36105,8/pN2k3/Pp5q/2p1KP2/6b1/3P4/1P3Q2/8 w - - 1 72,True,1
36106,rnb1kb1r/pp2pppp/2p2n2/q7/2BP4/2N2N2/PPP2PPP/R1BQK2R b KQkq - 1 6,True,1
36107,8/8/4p1p1/p1p1P2p/P1pk1P1P/6P1/1P2K3/8 b - - 1 46,False,0
36108,2rq1rk1/6np/np1p2p1/p2Ppp2/P1P2bP1/1P3PN1/4BB1P/R2QR1K1 w - - 1 23,True,0
36109,8/1p4Rb/p1k5/B3np2/4p2r/P7/1P2PPB1/5K2 b - - 17 42,True,1
36110,2kr3r/pp2ppbp/2n1b1p1/1N6/4P3/4BPP1/PP2K1BP/2R4R b - - 3 16,False,0
36111,4k3/4P2R/p7/8/Pppr4/6P1/5PK1/8 w - - 1 52,False,0
36112,5bk1/5p2/1n4pp/p1r5/1pp5/4PNP1/PP1N1P1P/2R3K1 w - - 2 33,False,0
36113,rq4k1/1b2bppp/2p1p3/p3P3/4PP2/P2rBQP1/6BP/R2R2K1 b - - 4 20,False,0
36114,1r1q3k/2pb3p/2p1rp2/pP4pN/4P3/1QPPPP2/1P3R1P/R5K1 b - - 3 26,True,1
36115,8/6p1/5pk1/1pQ1pq1p/1P5P/2P1B3/3K4/8 b - - 8 45,True,1
36116,8/3k4/3pNq2/3P4/5pQ1/2b4P/5PP1/6K1 b - - 6 49,True,1
36117,r7/3kb2p/8/p3pp2/3p1P1R/6B1/PP3PKP/8 b - - 2 32,False,0
36118,7r/kp1q2r1/p1p1ppn1/8/P2P1n1p/1B2RN1P/1P3PP1/4RQ1K w - - 1 27,False,0
36119,2k5/ppn5/5p2/1pPp2qp/3Pr3/4NR2/P2K3Q/8 b - - 4 39,False,0
36120,4q1k1/1r3p1p/3Pb1pP/1p2P3/2pQ4/p3PB2/6P1/5RK1 b - - 5 35,True,1
36121,rn3rk1/pb2ppbp/1p2q1p1/1B6/3PP3/5N2/3B1PPP/1RQ1R1K1 b - - 5 15,True,1
36122,r1r3k1/pb3pbp/1pn1p1p1/1B6/3PP2P/5N2/q2B1PP1/1R1QR1K1 w - - 1 19,True,1
36123,1r4k1/p2R3p/1r5P/p4R1B/2p1pP2/2P1Kn2/8/8 w - - 14 50,True,1
36124,r5k1/1b3pbp/1p2p1p1/1Bq5/4P3/2PQP1P1/7P/1R3RK1 b - - 2 24,False,0
36125,8/4N3/8/b7/2P1k1Kp/5p2/8/5B2 w - - 6 64,True,1
36126,2r3k1/4q2r/1p5R/p2PPpp1/3Q4/3R4/5PPK/8 w - - 4 39,True,1
36127,5bk1/rr1qn3/1p1p1p1p/1PpPpPn1/P3P1P1/4N3/2BBQ1K1/6RR w - - 11 62,True,1
36128,rn1qkb1r/pppb1ppp/4pn2/4N3/2pP4/6P1/PP2PPBP/RNBQK2R b KQkq - 3 6,True,1
36129,5r2/6kp/pqp2pb1/n7/2Pb4/PpQN4/1B1NrPBP/1R3RK1 w - - 2 33,True,1
36130,r1b2rk1/pp4pp/1bn1p1q1/5pB1/1PP5/P4N2/2Q2PPP/3RKB1R w K - 1 16,True,1
36131,5r1k/p3q2p/2P5/8/2P5/P3Q3/5PKb/5R2 b - - 1 37,False,0
36132,4r3/8/1nk1P3/r1pp2N1/p4PB1/1p6/5BP1/2R3K1 w - - 0 40,False,0
36133,2br1rk1/2q1b1pp/1p1pp3/pP2p3/N1PnP1B1/P2Q2B1/5PPP/4RRK1 w - - 8 22,True,1
36134,8/7k/4B1r1/8/1N1BP3/p3n2P/8/4K3 w - - 2 60,True,1
36135,2r3k1/1b3rn1/3q1p2/2bp2pp/1p1Nn2P/1P1BP1P1/R2BNPK1/4Q2R b - - 7 46,True,1
36136,8/6pk/5pb1/1pq4p/7R/PQ4PP/5P1K/8 w - - 4 61,True,1
36137,4r1k1/1b2rp2/1p1n2q1/p1np2p1/3N2Pp/1P6/PBRQPPBP/5RK1 b - - 0 43,True,1
36138,5r2/p5rk/1p1p1n1p/3P1p2/1P2pPb1/P1Q3R1/2B4q/1K2B1R1 w - - 4 37,False,0
36139,r3k2r/pp1nqp2/3p4/2pP2pp/2P5/2PQP1B1/P5PP/R4RK1 w kq - 0 18,False,0
36140,8/4k1pB/2n1b1P1/p5P1/2pp4/P7/3K1R2/8 w - - 0 58,False,0
36141,4k3/7r/R1b5/3p3P/2rB1PP1/6K1/3R4/8 w - - 1 54,True,1
36142,rnbqk2r/ppp2ppp/4p3/3p4/2PPn3/P1Q5/1P2PPPP/R1B1KBNR w KQkq - 1 7,True,1
36143,r1bqk2r/pp3p2/3p1nnp/2pPp1p1/P1P1P3/2PB4/5PPP/R1BQNRK1 w kq - 2 13,False,0
36144,r7/p3q1pk/4bn2/1p3p1p/2nRpP2/2P1P1P1/P5RP/2BQ1BK1 b - - 3 31,True,1
36145,2rq2k1/1b3pp1/1p1rpnnp/p7/P1PP1P2/3BQ2P/1B1N2P1/2R1R1K1 b - - 0 28,True,1
36146,6k1/8/1p2P1b1/1Pp4p/2Pb1P1P/1P3p2/1B5K/3R4 b - - 1 54,True,1
36147,r1bq1rk1/1p1nppbp/p1pp1np1/6B1/2PPP3/2N2N2/PPQ1BPPP/R3K2R b KQ - 0 9,True,1
36148,5k2/3R1p2/5bp1/1r5p/4N3/4PKPP/5P2/8 b - - 15 44,True,1
36149,8/r4r1p/6pk/P2p4/1q2n3/R6P/5PP1/Q3RBK1 w - - 1 58,True,1
36150,rnbq1rk1/ppp3bp/3p1pp1/4p3/2PPP1nB/2N2N2/PP2BPPP/R2QK2R b KQ - 1 9,True,1
36151,r1bq1rk1/ppp2nbp/3p1pn1/3Pp1p1/2P1P1P1/2N2N1P/PP2BP1B/R2QK2R w KQ - 1 15,True,1
36152,8/1p2k3/p2p1nrp/3R1R2/1P6/5K2/P6P/8 w - - 3 42,True,1
36153,r2qr2k/1pRn2b1/1p1P3p/pNpB1p2/P7/5P2/3Q1P1P/2B3K1 b - - 8 28,True,1
36154,r1bq1r1k/1ppnn2p/3p1bp1/p2Pp3/N1P1Pp2/1P3N1P/PBB2PP1/R2QR1K1 b - - 4 15,False,0
36155,r4k2/2p1q3/3p1bB1/P1pPp3/5p2/7Q/5PP1/R5K1 b - - 2 36,True,1
36156,3rnn2/8/1p1p3k/1NpPpB2/P1P1P3/1K6/8/6R1 w - - 12 63,True,1
36157,rnbq1rk1/ppp1ppbp/3p1np1/8/2PP4/2N2NP1/PP2PPBP/R1BQK2R b KQ - 1 6,True,1
36158,4r2k/r1n1q2p/4pbp1/1pN5/p1pP1P2/4P2B/1P3Q1P/R4R1K b - - 17 31,False,0
36159,3r2k1/p6p/2br1bpP/2p2p2/4nQ2/1P2RN2/P5P1/2R3K1 b - - 4 38,True,1
36160,1r3rk1/1bp3pp/p1nqp3/1p3p2/3Pn3/3Q2P1/PPNNPPBP/2RR2K1 b - - 1 19,True,1
36161,8/8/4k1p1/2pNPp1p/P1Pr1P1P/6P1/6RK/3r4 b - - 0 63,False,0
36162,r1bqkb1r/ppp1ppp1/1nn5/3pP2p/3P1P2/2N1BN2/PPP3PP/R2QKB1R b KQkq - 1 7,True,1
36163,r5k1/2Q2bpn/5p1p/4pP2/P2pP1PP/Bq1P4/5R1K/7R w - - 5 59,True,1
36164,rn1k1r2/pp4pp/3qbn2/3p2B1/1PP5/3B1Q2/P4PPP/R3R1K1 w - - 1 18,True,1
36165,8/2k3pp/2pr1qn1/2np4/1p4Q1/1P3PP1/2P1R2P/3NR1K1 b - - 2 34,True,1
